name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"İstanbul, Türkiye",2020-01-01,46.7,40.2,43.4,42.6,33.9,39.3,35.8,74.7,0.071,100.0,8.33,rain,0.0,0.0,35.8,16.7,357.2,1022.9,76.5,7.5,41.5,3.6,2.0,,2020-01-01T08:29:11,2020-01-01T17:45:38,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2020-01-02,43.4,39.6,41.7,37.1,32.7,34.7,36.9,83.2,0.573,100.0,16.67,rain,0.0,0.0,30.9,16.3,26.0,1026.5,78.6,7.4,69.3,6.0,3.0,,2020-01-02T08:29:18,2020-01-02T17:46:28,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2020-01-03,45.1,40.3,42.4,41.8,36.0,39.1,36.5,79.8,0.184,100.0,12.5,rain,0.0,0.0,23.9,8.6,30.8,1024.3,72.1,8.3,53.4,4.5,2.0,,2020-01-03T08:29:22,2020-01-03T17:47:20,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2020-01-04,50.1,41.3,44.9,50.1,38.7,43.1,33.9,65.5,0.0,0.0,0.0,,0.0,0.0,18.3,6.2,260.4,1017.2,52.9,8.0,47.0,4.0,3.0,,2020-01-04T08:29:24,2020-01-04T17:48:14,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2020-01-05,48.3,42.2,44.2,47.7,35.9,40.8,38.1,79.2,0.09,100.0,8.33,rain,0.0,0.0,24.6,11.4,43.5,1014.4,60.6,6.7,25.1,2.1,2.0,,2020-01-05T08:29:24,2020-01-05T17:49:09,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2020-01-06,44.9,42.6,44.0,38.4,34.0,35.4,41.0,89.4,1.892,100.0,16.67,rain,0.0,0.0,46.1,31.6,32.1,1013.4,80.9,4.9,5.5,0.6,0.0,,2020-01-06T08:29:22,2020-01-06T17:50:05,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2020-01-07,44.6,40.6,42.2,35.3,31.2,32.8,39.1,88.7,1.039,100.0,16.67,rain,0.0,0.4,50.1,25.9,19.4,1016.4,83.3,4.5,6.5,0.6,0.0,,2020-01-07T08:29:17,2020-01-07T17:51:03,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2020-01-08,42.3,38.8,41.0,35.3,31.2,33.4,36.1,82.4,0.455,100.0,16.67,rain,0.0,0.2,36.2,20.6,8.8,1024.5,84.0,7.6,17.5,1.5,1.0,,2020-01-08T08:29:10,2020-01-08T17:52:03,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"17068099999,D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2020-01-09,42.5,37.2,40.6,41.2,30.7,35.8,35.4,81.5,0.145,100.0,12.5,rain,0.0,0.0,27.5,12.8,22.7,1026.6,76.0,7.6,34.6,2.9,2.0,,2020-01-09T08:29:01,2020-01-09T17:53:03,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2020-01-10,48.4,34.3,40.5,48.4,28.5,38.5,35.1,81.7,0.0,0.0,0.0,,0.0,0.0,11.0,7.0,23.5,1024.7,12.0,6.9,108.1,9.3,5.0,,2020-01-10T08:28:50,2020-01-10T17:54:05,0.5,Clear,Clear conditions throughout the day.,clear-day,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2020-01-11,52.8,38.5,45.5,52.8,37.0,44.5,35.8,69.8,0.0,0.0,0.0,,0.0,0.0,13.2,6.1,270.2,1023.3,12.1,7.6,106.8,9.3,5.0,,2020-01-11T08:28:36,2020-01-11T17:55:08,0.52,Clear,Clear conditions throughout the day.,clear-day,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2020-01-12,49.0,42.3,46.7,45.0,38.7,43.2,41.0,80.8,0.035,100.0,8.33,rain,0.0,0.0,20.8,12.6,24.1,1026.7,73.7,8.0,17.6,1.5,1.0,,2020-01-12T08:28:20,2020-01-12T17:56:12,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2020-01-13,47.6,41.4,44.8,44.4,36.3,40.9,38.9,79.8,0.003,100.0,4.17,rain,0.0,0.0,16.1,9.0,31.4,1027.6,61.5,8.1,34.4,2.8,1.0,,2020-01-13T08:28:01,2020-01-13T17:57:17,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,VRKZ7,LTFJ"
"İstanbul, Türkiye",2020-01-14,49.0,34.7,42.4,48.3,29.6,39.9,38.1,85.0,0.0,0.0,0.0,,0.0,0.0,12.5,8.0,27.0,1026.0,33.9,8.0,70.2,6.1,4.0,,2020-01-14T08:27:41,2020-01-14T17:58:23,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D8508,LTBA,17063099999,17119099999,17061099999,17022399999,17064099999,17059099999,17060099999,VRKZ7,LTFJ"
"İstanbul, Türkiye",2020-01-15,49.1,41.7,45.4,45.0,38.9,42.2,40.3,82.3,0.0,0.0,0.0,,0.0,0.0,22.1,11.8,46.8,1029.2,49.5,8.3,47.2,4.0,3.0,,2020-01-15T08:27:18,2020-01-15T17:59:30,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2020-01-16,49.6,45.8,47.6,44.3,40.4,42.4,39.0,72.1,0.0,0.0,0.0,,0.0,0.0,28.0,16.6,44.5,1027.0,80.0,8.2,55.4,4.9,3.0,,2020-01-16T08:26:53,2020-01-16T18:00:38,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2020-01-17,49.0,44.0,45.9,43.0,37.5,39.7,38.2,74.7,0.015,100.0,8.33,rain,0.0,0.0,30.2,17.9,29.3,1025.9,81.1,8.1,51.3,4.4,2.0,,2020-01-17T08:26:26,2020-01-17T18:01:47,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2020-01-18,47.4,43.1,45.3,41.5,36.5,39.5,38.2,76.3,0.023,100.0,16.67,rain,0.0,0.0,28.2,14.4,39.0,1025.4,75.1,8.3,38.9,3.5,2.0,,2020-01-18T08:25:57,2020-01-18T18:02:57,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2020-01-19,45.3,39.5,42.8,40.3,34.7,38.2,35.6,75.6,0.022,100.0,12.5,rain,0.0,0.0,23.5,14.7,38.9,1023.3,81.5,8.0,54.5,4.6,3.0,,2020-01-19T08:25:25,2020-01-19T18:04:07,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2020-01-20,44.2,38.2,40.9,37.8,29.5,34.3,36.4,83.8,0.486,100.0,16.67,rain,0.0,0.0,32.7,19.0,4.9,1033.4,78.4,7.6,16.9,1.4,1.0,,2020-01-20T08:24:51,2020-01-20T18:05:18,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2020-01-21,39.9,37.9,38.9,37.1,29.3,33.5,31.5,74.8,0.005,100.0,8.33,rain,0.0,0.0,25.1,14.6,349.2,1038.7,86.1,8.1,39.4,3.4,2.0,,2020-01-21T08:24:16,2020-01-21T18:06:29,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2020-01-22,45.4,29.9,38.6,42.6,24.7,35.0,32.1,77.9,0.0,0.0,0.0,,0.0,0.0,19.9,11.1,275.6,1030.1,8.6,7.0,122.0,10.4,5.0,,2020-01-22T08:23:38,2020-01-22T18:07:41,0.91,Clear,Clear conditions throughout the day.,clear-day,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2020-01-23,45.8,41.3,43.8,40.5,35.9,37.9,33.1,66.2,0.0,0.0,0.0,,0.0,0.0,32.9,13.8,342.4,1025.8,46.8,8.5,94.2,8.0,4.0,,2020-01-23T08:22:58,2020-01-23T18:08:54,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2020-01-24,46.5,34.9,41.0,45.4,30.4,38.7,29.4,63.7,0.004,100.0,4.17,rain,0.0,0.0,18.3,6.9,3.0,1031.9,32.8,8.5,110.3,9.5,5.0,,2020-01-24T08:22:16,2020-01-24T18:10:07,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2020-01-25,51.5,41.0,45.8,51.5,34.7,42.1,35.0,66.2,0.0,0.0,0.0,,0.0,0.0,21.0,12.0,215.2,1026.7,2.9,8.1,121.1,10.5,5.0,,2020-01-25T08:21:33,2020-01-25T18:11:20,0.0,Clear,Clear conditions throughout the day.,clear-day,"LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2020-01-26,55.5,46.6,50.9,55.5,42.1,49.3,42.1,71.7,0.0,0.0,0.0,,0.0,0.0,19.5,13.1,217.7,1025.1,41.5,8.3,78.7,6.7,3.0,,2020-01-26T08:20:47,2020-01-26T18:12:34,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2020-01-27,58.6,48.3,53.0,58.6,47.2,52.9,42.3,67.2,0.007,100.0,4.17,rain,0.0,0.0,14.8,5.5,154.5,1019.2,74.4,8.3,74.1,6.4,4.0,,2020-01-27T08:19:59,2020-01-27T18:13:48,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2020-01-28,52.3,44.9,48.7,52.3,43.5,47.7,45.8,90.0,0.235,100.0,12.5,rain,0.0,0.0,18.3,10.4,223.0,1013.8,67.8,6.3,50.1,4.4,2.0,,2020-01-28T08:19:09,2020-01-28T18:15:03,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2020-01-29,58.1,45.0,51.4,58.1,43.6,49.8,45.5,81.2,0.24,100.0,4.17,rain,0.0,0.0,31.5,12.7,217.5,1011.7,60.5,8.1,111.2,9.7,5.0,,2020-01-29T08:18:18,2020-01-29T18:16:18,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2020-01-30,48.6,41.9,44.8,48.6,39.1,42.7,40.9,86.1,0.585,100.0,12.5,rain,0.0,0.0,26.2,8.9,1.2,1014.0,72.2,8.0,25.2,2.1,1.0,,2020-01-30T08:17:25,2020-01-30T18:17:32,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2020-01-31,49.8,36.9,43.9,45.7,32.7,40.3,34.2,69.3,0.006,100.0,4.17,rain,0.0,0.0,29.8,15.7,247.6,1018.4,32.9,8.1,133.3,11.6,5.0,,2020-01-31T08:16:29,2020-01-31T18:18:47,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2020-02-01,57.0,48.6,51.8,57.0,43.8,50.3,43.3,72.7,0.014,100.0,4.17,rain,0.0,0.0,29.8,15.2,233.8,1016.2,44.4,8.5,97.0,8.2,4.0,,2020-02-01T08:15:32,2020-02-01T18:20:03,0.24,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2020-02-02,60.8,47.4,53.8,60.8,45.4,53.3,44.5,71.8,0.0,0.0,0.0,,0.0,0.0,19.9,7.8,243.0,1017.7,0.2,8.5,130.0,11.2,5.0,,2020-02-02T08:14:34,2020-02-02T18:21:18,0.25,Clear,Clear conditions throughout the day.,clear-day,"LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2020-02-03,59.5,50.8,55.2,59.5,50.8,55.2,48.2,77.5,0.0,0.0,0.0,,0.0,0.0,31.8,11.8,243.4,1014.5,52.1,8.1,89.6,7.7,4.0,,2020-02-03T08:13:33,2020-02-03T18:22:33,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2020-02-04,59.4,49.7,55.3,59.4,49.7,55.3,49.9,82.4,0.104,100.0,8.33,rain,0.0,0.0,28.2,12.9,232.2,1009.1,72.4,8.1,97.8,8.4,4.0,,2020-02-04T08:12:31,2020-02-04T18:23:48,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2020-02-05,59.3,47.1,54.1,59.3,44.2,53.5,48.1,80.8,0.755,100.0,12.5,rain,0.0,0.0,36.2,19.3,213.3,994.0,72.1,6.6,78.9,6.8,4.0,,2020-02-05T08:11:28,2020-02-05T18:25:03,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2020-02-06,49.7,35.7,40.7,46.2,25.9,34.1,37.5,88.3,0.156,100.0,12.5,rain,0.0,0.0,35.6,17.7,325.3,1007.4,83.1,6.1,35.4,3.0,2.0,,2020-02-06T08:10:23,2020-02-06T18:26:19,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2020-02-07,43.1,36.2,39.1,38.7,26.9,33.5,31.5,74.5,0.149,100.0,8.33,rain,0.0,0.0,26.4,15.1,355.6,1017.3,80.3,7.9,104.0,8.9,4.0,,2020-02-07T08:09:16,2020-02-07T18:27:34,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2020-02-08,36.9,31.1,33.0,29.0,20.7,25.0,25.0,72.8,0.136,100.0,12.5,"rain,snow",0.4,0.2,35.6,18.6,358.8,1027.4,78.7,7.5,110.2,9.5,4.0,,2020-02-08T08:08:07,2020-02-08T18:28:49,0.47,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,snow,"LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2020-02-09,40.3,31.2,34.9,37.5,23.8,30.7,21.0,57.0,0.0,0.0,0.0,,0.0,0.1,16.1,8.7,292.1,1032.8,56.5,8.0,106.0,9.0,4.0,,2020-02-09T08:06:58,2020-02-09T18:30:04,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2020-02-10,46.6,34.8,40.8,42.9,29.1,36.0,29.5,63.9,0.0,0.0,0.0,,0.0,0.0,21.0,16.2,196.7,1025.9,17.0,8.5,142.8,12.3,6.0,,2020-02-10T08:05:46,2020-02-10T18:31:18,0.54,Clear,Clear conditions throughout the day.,clear-day,"LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2020-02-11,57.0,46.5,51.2,57.0,39.5,48.4,41.6,69.9,0.036,100.0,8.33,rain,0.0,0.0,32.7,19.7,209.6,1011.4,74.1,8.0,102.3,8.8,5.0,,2020-02-11T08:04:34,2020-02-11T18:32:33,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2020-02-12,54.1,43.7,47.5,54.1,38.7,45.4,41.7,80.8,0.365,100.0,12.5,rain,0.0,0.0,31.1,17.1,239.6,1016.4,70.7,7.9,103.6,9.0,4.0,,2020-02-12T08:03:20,2020-02-12T18:33:47,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2020-02-13,51.9,41.5,46.1,51.9,39.9,44.9,36.2,69.0,0.0,0.0,0.0,,0.0,0.0,11.4,8.9,344.6,1024.4,18.8,8.5,155.7,13.3,6.0,,2020-02-13T08:02:04,2020-02-13T18:35:02,0.64,Clear,Clear conditions throughout the day.,clear-day,"LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2020-02-14,55.2,36.3,46.6,55.2,33.2,46.0,34.5,63.8,0.0,0.0,0.0,,0.0,0.0,15.0,6.2,97.6,1021.8,46.8,8.5,128.0,11.1,5.0,,2020-02-14T08:00:47,2020-02-14T18:36:16,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2020-02-15,52.1,47.0,48.2,52.1,42.1,45.1,43.7,84.4,0.037,100.0,12.5,rain,0.0,0.0,21.7,13.2,27.6,1020.6,87.4,7.1,59.7,5.0,3.0,,2020-02-15T07:59:29,2020-02-15T18:37:29,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2020-02-16,48.7,43.9,46.5,43.3,37.8,41.1,39.4,76.2,0.001,100.0,4.17,rain,0.0,0.0,25.1,16.1,28.2,1029.3,61.8,8.5,107.5,9.4,4.0,,2020-02-16T07:58:10,2020-02-16T18:38:43,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2020-02-17,50.0,37.4,44.0,50.0,33.2,40.3,36.9,76.2,0.0,0.0,0.0,,0.0,0.0,19.7,10.6,40.4,1028.3,22.6,8.5,145.4,12.6,6.0,,2020-02-17T07:56:50,2020-02-17T18:39:56,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2020-02-18,50.4,34.7,42.6,50.4,30.2,40.3,38.2,84.5,0.0,0.0,0.0,,0.0,0.0,15.0,7.4,15.4,1021.0,13.4,5.8,157.9,13.9,6.0,,2020-02-18T07:55:28,2020-02-18T18:41:09,0.82,Clear,Clear conditions throughout the day.,clear-day,"LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2020-02-19,50.2,39.5,45.2,50.2,39.5,44.1,41.7,87.5,0.001,100.0,4.17,rain,0.0,0.0,10.7,8.7,3.5,1018.8,48.8,5.1,134.7,11.5,5.0,,2020-02-19T07:54:06,2020-02-19T18:42:22,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2020-02-20,46.2,44.4,45.3,45.8,39.8,41.9,42.3,89.0,0.077,100.0,4.17,rain,0.0,0.0,19.7,10.7,42.8,1014.3,83.2,5.5,76.5,6.4,3.0,,2020-02-20T07:52:42,2020-02-20T18:43:34,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2020-02-21,46.3,43.7,44.6,41.5,36.8,38.4,40.1,84.4,0.408,100.0,12.5,rain,0.0,0.0,29.8,16.2,19.6,1017.0,81.7,6.9,17.0,1.4,1.0,,2020-02-21T07:51:17,2020-02-21T18:44:46,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2020-02-22,46.7,42.4,44.2,40.7,36.3,38.4,36.1,73.3,0.008,100.0,4.17,rain,0.0,0.0,28.4,15.0,23.6,1023.9,75.4,8.2,101.9,8.8,4.0,,2020-02-22T07:49:51,2020-02-22T18:45:58,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2020-02-23,48.6,35.4,43.1,45.9,30.1,40.0,33.5,68.9,0.0,0.0,0.0,,0.0,0.0,21.7,10.1,24.5,1024.9,24.5,8.5,152.1,13.0,5.0,,2020-02-23T07:48:24,2020-02-23T18:47:10,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2020-02-24,54.6,44.1,49.3,54.6,38.5,46.4,38.7,67.0,0.0,0.0,0.0,,0.0,0.0,33.1,15.3,232.7,1015.1,48.9,8.2,142.2,12.3,6.0,,2020-02-24T07:46:57,2020-02-24T18:48:21,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2020-02-25,56.7,40.9,49.1,56.7,37.9,47.5,33.3,56.1,0.002,100.0,4.17,rain,0.0,0.0,19.7,9.5,77.6,1018.9,15.6,8.5,181.8,15.6,7.0,,2020-02-25T07:45:28,2020-02-25T18:49:32,0.06,Rain,Clear conditions throughout the day with early morning rain.,rain,"LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2020-02-26,65.9,45.5,56.4,65.9,44.0,55.4,38.5,53.0,0.0,0.0,0.0,,0.0,0.0,32.9,20.6,238.0,1008.4,33.8,8.5,179.7,15.4,7.0,,2020-02-26T07:43:58,2020-02-26T18:50:42,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2020-02-27,66.1,46.4,58.7,66.1,42.7,58.2,45.3,62.3,0.113,100.0,4.17,rain,0.0,0.0,49.4,19.0,231.8,1005.5,60.5,7.8,144.9,12.6,5.0,,2020-02-27T07:42:28,2020-02-27T18:51:53,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2020-02-28,53.8,43.6,48.5,53.8,42.3,47.5,41.0,75.7,0.252,100.0,8.33,rain,0.0,0.0,31.1,10.5,248.7,1011.2,74.7,8.5,141.0,12.1,5.0,,2020-02-28T07:40:57,2020-02-28T18:53:03,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2020-02-29,50.0,43.3,46.4,49.7,35.6,41.4,41.9,84.6,0.344,100.0,8.33,rain,0.0,0.0,36.9,19.4,13.3,1012.3,74.3,7.3,74.3,6.3,3.0,,2020-02-29T07:39:25,2020-02-29T18:54:12,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2020-03-01,52.9,36.7,44.7,52.9,33.2,44.0,38.5,80.1,0.006,100.0,4.17,rain,0.0,0.0,11.4,6.2,11.0,1020.0,21.7,7.6,159.4,13.6,5.0,,2020-03-01T07:37:52,2020-03-01T18:55:22,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2020-03-02,61.5,41.0,51.8,61.5,41.0,51.4,40.8,68.3,0.0,0.0,0.0,,0.0,0.0,22.1,8.4,231.9,1015.0,21.7,8.4,186.4,16.1,7.0,,2020-03-02T07:36:19,2020-03-02T18:56:31,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
